;pseudo_provisoire;adresse_cleaned;codepost;nom_commune_postal;longitude_ref;latitude_ref;requete;x;y;score;trust_score;street;city;pc_city;code_dept;address
5008;0881764P;23 RUE BOULAY DE LA MEURTHE;88000;EPINAL;6.442746915825593;48.192294362244176;23 RUE BOULAY DE LA MEURTHE 88000 EPINAL;6.443332;48.178843;0.9665318181818181;high;23 RUE BOULAY DE LA MEURTHE;ÉPINAL;88000;88;23 RUE BOULAY DE LA MEURTHE 88000 ÉPINAL
5027;0011364C;218 CHEMIN PIERRE LONGUE;1200;VALSERHÔNE;5.826358786474289;46.12640361882674;218 CHEMIN PIERRE LONGUE 1200 VALSERHÔNE;5.827232;46.126306;0.7507352066115702;middle;218 CHEMIN DE PIERRE LONGUE;VALSERHÔNE;01200;01;218 CHEMIN DE PIERRE LONGUE 01200 VALSERHÔNE
5041;0240293N; RUE LEO LAGRANGE;24120;TERRASSON-LAVILLEDIEU;1.29362375794267;45.13288835543417; RUE LEO LAGRANGE 24120 TERRASSON-LAVILLEDIEU;1.292899;45.132593;0.7775475628626691;middle;AVENUE LÉO LAGRANGE;TERRASSON-LAVILLEDIEU;24120;24;AVENUE LÉO LAGRANGE 24120 TERRASSON-LAVILLEDIEU
5045;0570087K;59 RUE MARECHAL FOCH;57501;SAINT-AVOLD;6.693049526729112;49.105498642036814;59 RUE MARECHAL FOCH 57501 SAINT-AVOLD;6.692711;49.105051;0.7404463636363635;middle;59 RUE DU MARECHAL FOCH;SAINT-AVOLD;57500;57;59 RUE DU MARECHAL FOCH 57500 SAINT-AVOLD
5076;0610721C;10 RUE DU COLLEGE;61203;ARGENTAN;-0.0147195463236812;48.7465696822254;10 RUE DU COLLEGE 61203 ARGENTAN;-0.016228;48.745911;0.7695209917355371;middle;10 RUE DU COLLÈGE;ARGENTAN;61200;61;10 RUE DU COLLÈGE 61200 ARGENTAN
5078;0593660H; RUE EDOUARD HERRIOT;59373;LOOS;3.006710500148804;50.60889499400215; RUE EDOUARD HERRIOT 59373 LOOS;3.006162;50.608852;0.6968555485893417;middle;RUE ÉDOUARD HERRIOT;LOOS;59120;59;RUE ÉDOUARD HERRIOT 59120 LOOS
5080;0312099N; RUE DE PROVENCE;31170;TOURNEFEUILLE;1.3372301039809724;43.58694175040986; RUE DE PROVENCE 31170 TOURNEFEUILLE;1.33839;43.585551;0.9624236363636364;high;RUE DE PROVENCE;TOURNEFEUILLE;31170;31;RUE DE PROVENCE 31170 TOURNEFEUILLE
5085;0931754B;10 ROUTE DE VILLIERS;93160;NOISY-LE-GRAND;2.5483874738695267;48.84405290850479;10 ROUTE DE VILLIERS 93160 NOISY-LE-GRAND;2.548387;48.844053;0.9652036363636362;high;10 ROUTE DE VILLIERS;NOISY-LE-GRAND;93160;93;10 ROUTE DE VILLIERS 93160 NOISY-LE-GRAND
5100;0690564N;58 RUE PIERRE DUPONT;69283;LYON 1ER ARRONDISSEMENT;4.822450416572124;45.77180923068792;58 RUE PIERRE DUPONT 69283 LYON 1ER ARRONDISSEMENT;4.822452;45.77181;0.4582776672384219;middle;58 RUE PIERRE DUPONT;LYON;69001;69;58 RUE PIERRE DUPONT 69001 LYON
5110;0691662G;53 RUE DELEUVRE;69004;LYON 4E  ARRONDISSEMENT;4.825242028069484;45.78111637801041;53 RUE DELEUVRE 69004 LYON 4E  ARRONDISSEMENT;4.825242;45.781116;0.5352207399577167;middle;53 RUE DELEUVRE;LYON;69004;69;53 RUE DELEUVRE 69004 LYON
5127;0840994Z; CHEMIN ;84200;CARPENTRAS;5.064540561249123;44.08302799003877; CHEMIN  84200 CARPENTRAS;5.080886;44.048534;0.6980862337662338;middle;CHEMIN CREUX;CARPENTRAS;84200;84;CHEMIN CREUX 84200 CARPENTRAS
5149;0133100Z; QUARTIER ;13710;FUVEAU;5.553669846046841;43.452838795187255; QUARTIER  13710 FUVEAU;5.56978;43.46316;0.5855518181818181;middle;QUARTIER SAINT CLÉ;FUVEAU;13710;13;QUARTIER SAINT CLÉ 13710 FUVEAU
5152;0442900N; IMPASSE JULIE VICTOIRE DAUBIE;44390;NORT-SUR-ERDRE;-1.5063827648245165;47.43598210026647; IMPASSE JULIE VICTOIRE DAUBIE 44390 NORT-SUR-ERDRE;-1.514629;47.438974;0.48905714285714286;middle;IMPASSE DES BIEFS;NORT-SUR-ERDRE;44390;44;IMPASSE DES BIEFS 44390 NORT-SUR-ERDRE
5176;0170063B;2 COURS DE L EUROPE;17107;SAINTES;-0.6516998885869859;45.736004222229255;2 COURS DE L EUROPE 17107 SAINTES;-1.021361;45.624817;0.5017303896103896;middle;COURS DE L EUROPE;ROYAN;17200;17;COURS DE L EUROPE 17200 ROYAN
5181;0451074Y;23 RUE CREUSE;45655;SAINT-JEAN-LE-BLANC;1.9361699803546704;47.88370477586063;23 RUE CREUSE 45655 SAINT-JEAN-LE-BLANC;1.936297;47.882909;0.7875009090909091;middle;23 RUE CREUSE;SAINT-JEAN-LE-BLANC;45650;45;23 RUE CREUSE 45650 SAINT-JEAN-LE-BLANC
5196;0352178C;6 RUE DU MOULIN DU COMTE;35000;RENNES;-1.7102398312312708;48.10834180613513;6 RUE DU MOULIN DU COMTE 35000 RENNES;-1.710829;48.108165;0.8082881818181817;middle;6 RUE MOULIN DU COMTE;RENNES;35000;35;6 RUE MOULIN DU COMTE 35000 RENNES
5197;0134086W;30 IMPASSE DES ROSES;13580;LA FARE-LES-OLIVIERS;5.1890530998149735;43.549802270249664;30 IMPASSE DES ROSES 13580 LA FARE-LES-OLIVIERS;5.189053;43.549802;0.9570418181818181;high;30 IMPASSE DES ROSES;LA FARE-LES-OLIVIERS;13580;13;30 IMPASSE DES ROSES 13580 LA FARE-LES-OLIVIERS
5198;0060162U; PLACE ;6800;CAGNES-SUR-MER;7.148269890309787;43.66383311887279; PLACE  6800 CAGNES-SUR-MER;7.145234;43.666896;0.5925032467532466;middle;PLACE GRIMALDI;CAGNES-SUR-MER;06800;06;PLACE GRIMALDI 06800 CAGNES-SUR-MER
5201;0312232H;3 PLACE INTERIEURE ROLAND GARROS;31200;TOULOUSE;1.4442101172776904;43.60463743865554;3 PLACE INTERIEURE ROLAND GARROS 31200 TOULOUSE;1.426256;43.613454;0.9668772727272728;high;3 PLACE INTÉRIEURE ROLAND GARROS;TOULOUSE;31200;31;3 PLACE INTÉRIEURE ROLAND GARROS 31200 TOULOUSE
5204;0690660T;1 PLACE LOUIS PRADEL;69203;LYON 1ER ARRONDISSEMENT;4.837567405242127;45.7680493524048;1 PLACE LOUIS PRADEL 69203 LYON 1ER ARRONDISSEMENT;4.837567;45.768049;0.4525831217838765;middle;1 PLACE LOUIS PRADEL;LYON;69001;69;1 PLACE LOUIS PRADEL 69001 LYON
5213;0290874T;2 PLACE VINET;29200;BREST;-4.454859630299255;48.399336165563454;2 PLACE VINET 29200 BREST;-4.454487;48.399233;0.9652563636363636;high;2 PLACE VINET;BREST;29200;29;2 PLACE VINET 29200 BREST
5229;0595507R; RUE JEAN BAPTISTE CARPEAUX;59650;VILLENEUVE-D'ASCQ;3.1571301946635644;50.639208185958005; RUE JEAN BAPTISTE CARPEAUX 59650 VILLENEUVE-D'ASCQ;3.143843;50.621878;0.6547831404958677;middle;RUE JEAN BAPTISTE LULLY;VILLENEUVE-D ASCQ;59650;59;RUE JEAN BAPTISTE LULLY 59650 VILLENEUVE-D ASCQ
5235;0923035Z;17 RUE TAILLADE;92700;COLOMBES;2.257108806473848;48.92762476094484;17 RUE TAILLADE 92700 COLOMBES;2.257109;48.927625;0.9689218181818181;high;17 RUE TAILLADE;COLOMBES;92700;92;17 RUE TAILLADE 92700 COLOMBES
5236;0932301W;29 RUE DE MEAUX;93410;VAUJOURS;2.563418541862663;48.93426972956402;29 RUE DE MEAUX 93410 VAUJOURS;2.563418;48.93427;0.9697781818181818;high;29 RUE DE MEAUX;VAUJOURS;93410;93;29 RUE DE MEAUX 93410 VAUJOURS
5266;0171654F;17 ROUTE DES GAUTHIERS;17100;SAINTES;-0.6804452557745041;45.71657180965921;17 ROUTE DES GAUTHIERS 17100 SAINTES;-0.680445;45.716572;0.9621981818181818;high;17 ROUTE DES GAUTHIERS;SAINTES;17100;17;17 ROUTE DES GAUTHIERS 17100 SAINTES
5267;0141864A;2 AVENUE DE LA GARE;14500;VIRE NORMANDIE;-0.8863098382997036;48.84274183473239;2 AVENUE DE LA GARE 14500 VIRE NORMANDIE;-0.886325;48.843168;0.967921818181818;high;2 AVENUE DE LA GARE;VIRE NORMANDIE;14500;14;2 AVENUE DE LA GARE 14500 VIRE NORMANDIE
5270;0190837G;34 RUE EUGENE DELACROIX;19100;BRIVE-LA-GAILLARDE;1.5077103532266176;45.15508336707627;34 RUE EUGENE DELACROIX 19100 BRIVE-LA-GAILLARDE;1.506991;45.154682;0.9699863636363636;high;34 RUE EUGENE DELACROIX;BRIVE-LA-GAILLARDE;19100;19;34 RUE EUGENE DELACROIX 19100 BRIVE-LA-GAILLARDE
5299;0370952J;8 PLACE DE LA TRANCHEE;37100;TOURS;0.6809399883175407;47.40959568069954;8 PLACE DE LA TRANCHEE 37100 TOURS;0.681379;47.409295;0.9717263636363636;high;8 PLACE DE LA TRANCHÉE;TOURS;37100;37;8 PLACE DE LA TRANCHÉE 37100 TOURS
5325;0631075B;20 RUE SAINTE GEORGE;63037;CLERMONT-FERRAND;3.082459817809683;45.78448799108015;20 RUE SAINTE GEORGE 63037 CLERMONT-FERRAND;3.113482;45.802655;0.49821727272727273;middle;20 RUE VERLAINE;CLERMONT-FERRAND;63100;63;20 RUE VERLAINE 63100 CLERMONT-FERRAND
5329;0921531P;3 RUE LOUIS JEAN;92250;LA GARENNE-COLOMBES;2.234067122844014;48.90664709772598;3 RUE LOUIS JEAN 92250 LA GARENNE-COLOMBES;2.234067;48.906647;0.9590436363636363;high;3 RUE LOUIS JEAN;LA GARENNE-COLOMBES;92250;92;3 RUE LOUIS JEAN 92250 LA GARENNE-COLOMBES
5340;0922145G;16 RUE DU RP CHRISTIAN GILBERT;92600;ASNIÈRES-SUR-SEINE;2.2797676666008986;48.92217482618126;16 RUE DU RP CHRISTIAN GILBERT 92600 ASNIÈRES-SUR-SEINE;2.279768;48.922175;0.5904598509687035;middle;16 RUE GILBERT ROUSSET;ASNIÈRES-SUR-SEINE;92600;92;16 RUE GILBERT ROUSSET 92600 ASNIÈRES-SUR-SEINE
5341;0301256C;98 RUE WEBER;30000;NÎMES;4.336951195062023;43.82222026362693;98 RUE WEBER 30000 NÎMES;4.334951;43.826241;0.7452218181818181;middle;98 RUE WEBER;NÎMES;30900;30;98 RUE WEBER 30900 NÎMES
5347;0061435C; RUE CHARLES PERRAULT;6800;CAGNES-SUR-MER;7.151339889500136;43.66709391620667; RUE CHARLES PERRAULT 6800 CAGNES-SUR-MER;7.157573;43.657617;0.5842722924901186;middle;RUE CHARLES PATHE;CAGNES-SUR-MER;06800;06;RUE CHARLES PATHE 06800 CAGNES-SUR-MER
5352;0830820R;105 IMPASSE DES COLLINES;83200;TOULON;5.884980444878335;43.1323893694952;105 IMPASSE DES COLLINES 83200 TOULON;5.88498;43.132389;0.9703872727272727;high;105 IMPASSE DES COLLINES;TOULON;83200;83;105 IMPASSE DES COLLINES 83200 TOULON
5386;0050135V;48 ROUTE DE SAINTE MARGUERITE;5000;GAP;6.075309483250793;44.547842768367445;48 ROUTE DE SAINTE MARGUERITE 5000 GAP;6.073713;44.5374;0.7577222377622377;middle;ROUTE DE SAINTE-MARGUERITE;GAP;05000;05;ROUTE DE SAINTE-MARGUERITE 05000 GAP
5397;0420046X;32 RUE ETIENNE MIMARD;42021;SAINT-ETIENNE;4.3961298621562985;45.4380528361878;32 RUE ETIENNE MIMARD 42021 SAINT-ETIENNE;4.395693;45.437709;0.7679250951374206;middle;32 RUE ETIENNE MIMARD;SAINT-ÉTIENNE;42000;42;32 RUE ETIENNE MIMARD 42000 SAINT-ÉTIENNE
5414;0110859Z;19 RUE DES ETUDES;11300;LIMOUX;2.2153096873444653;43.06418305962561;19 RUE DES ETUDES 11300 LIMOUX;2.216022;43.068416;0.9576954545454546;high;19 RUE DES ETUDES;LIMOUX;11300;11;19 RUE DES ETUDES 11300 LIMOUX
5434;0950877M;18 RUELLE DU MOULIN;95130;FRANCONVILLE;2.2234491656713344;48.99350924453712;18 RUELLE DU MOULIN 95130 FRANCONVILLE;2.233494;48.986434;0.9663981818181817;high;18 RUELLE DU MOULIN;FRANCONVILLE;95130;95;18 RUELLE DU MOULIN 95130 FRANCONVILLE
5450;0572131G;18 RUE PASTEUR;57280;MAIZIÈRES-LÈS-METZ;6.160870501504647;49.21388422847784;18 RUE PASTEUR 57280 MAIZIÈRES-LÈS-METZ;6.161416;49.213907;0.7611070247933884;middle;18 RUE LOUIS PASTEUR;MAIZIÈRES-LÈS-METZ;57280;57;18 RUE LOUIS PASTEUR 57280 MAIZIÈRES-LÈS-METZ
5470;0920889S;48 AVENUE DE LA MARNE;92600;ASNIÈRES-SUR-SEINE;2.283993031617917;48.90786604728012;48 AVENUE DE LA MARNE 92600 ASNIÈRES-SUR-SEINE;2.283993;48.907866;0.9763018181818182;high;48 AVENUE DE LA MARNE;ASNIÈRES-SUR-SEINE;92600;92;48 AVENUE DE LA MARNE 92600 ASNIÈRES-SUR-SEINE
5477;0491702J;22 RUE NATIONALE;49300;CHOLET;-0.8740696563192943;47.06148015452248;22 RUE NATIONALE 49300 CHOLET;-0.874068;47.06148;0.8307345768025077;middle;22 RUE NATIONALE (CHOLET);CHOLET;49300;49;22 RUE NATIONALE (CHOLET) 49300 CHOLET
5480;0752542F;21 RUE DE REUILLY;75012;PARIS 12E  ARRONDISSEMENT;2.386037482063799;48.8484732930053;21 RUE DE REUILLY 75012 PARIS 12E  ARRONDISSEMENT;2.386037;48.848473;0.5591411025145067;middle;21 RUE DE REUILLY;PARIS;75012;75;21 RUE DE REUILLY 75012 PARIS
5486;0840715W; QUARTIER ;84500;BOLLÈNE;4.751580275481579;44.2919093777551; QUARTIER  84500 BOLLÈNE;4.75269;44.290667;0.5058788311688311;middle;BOLLÈNE;BOLLÈNE;84500;84;BOLLÈNE
5500;0490718P;1 RUE DE CHARTRENE;49150;BAUGÉ-EN-ANJOU;-0.1020999298990743;47.47949026211099;1 RUE DE CHARTRENE 49150 BAUGÉ-EN-ANJOU;-0.121969;47.492812;0.6357771179883945;middle;ROUTE DE BOCÉ - CHARTRENÉ;BAUGÉ-EN-ANJOU;49150;49;ROUTE DE BOCÉ - CHARTRENÉ 49150 BAUGÉ-EN-ANJOU
5505;0490948P;8 RUE DE LA SOURCE;49120;CHEMILLÉ-EN-ANJOU;-0.729350553796327;47.21310916261065;8 RUE DE LA SOURCE 49120 CHEMILLÉ-EN-ANJOU;-0.729528;47.213696;0.6913445454545455;middle;RUE DE LA SOURCE (CHEMILLÉ);CHEMILLÉ-EN-ANJOU;49120;49;RUE DE LA SOURCE (CHEMILLÉ) 49120 CHEMILLÉ-EN-ANJOU
5509;0332619T;16 RUE I ET F JOLIOT CURIE;33130;BÈGLES;-0.5456708484638306;44.80114199292861;16 RUE I ET F JOLIOT CURIE 33130 BÈGLES;-0.644755;45.1252;0.6076928603104214;middle;16 RUE F ET I JOLIOT CURIE;BLAYE;33390;33;16 RUE F ET I JOLIOT CURIE 33390 BLAYE
5526;6200721P;00 LIEU DIT DIT PALAZZI;20000;AJACCIO;8.77980548766109;41.95027162208535;00 LIEU DIT DIT PALAZZI 20000 AJACCIO;8.730761;41.919184;0.40197754010695186;middle;U PALAZZU FORCIOLI CONTI;AJACCIO;20000;2A;U PALAZZU FORCIOLI CONTI 20000 AJACCIO
5533;0120459J; AVENUE DE VERDUN;12100;MILLAU;3.0713703236244574;44.09600266072418; AVENUE DE VERDUN 12100 MILLAU;3.072787;44.095631;0.9632772727272726;high;AVENUE DE VERDUN;MILLAU;12100;12;AVENUE DE VERDUN 12100 MILLAU
5534;0941128R;45 AVENUE SAINTE MARIE;94000;CRÉTEIL;2.460936826650236;48.79992028734445;45 AVENUE SAINTE MARIE 94000 CRÉTEIL;2.460937;48.79992;0.9715372727272727;high;45 AVENUE SAINTE-MARIE;CRÉTEIL;94000;94;45 AVENUE SAINTE-MARIE 94000 CRÉTEIL
5545;0221170C;8 RUE DU BOURG NEUF;22400;LAMBALLE-ARMOR;-2.541861485531397;48.43947397758531;8 RUE DU BOURG NEUF 22400 LAMBALLE-ARMOR;-2.512415;48.469128;0.6693781818181819;middle;8 RUE DU BOURG HUREL;LAMBALLE-ARMOR;22400;22;8 RUE DU BOURG HUREL 22400 LAMBALLE-ARMOR
5557;0131271L;48 CHEMIN DES AYGALADES;13014;MARSEILLE 14E  ARRONDISSEMENT;5.367349442367924;43.33711364178552;48 CHEMIN DES AYGALADES 13014 MARSEILLE 14E  ARRONDISSEMENT;5.390799;43.33777;0.5187733014354068;middle;MARSEILLE 14E ARRONDISSEMENT;MARSEILLE 14E ARRONDISSEMENT;13014;13;MARSEILLE 14E ARRONDISSEMENT
5566;0601495Z;1 RUE JEAN MOULIN;60110;MÉRU;2.129989515863896;49.2290142771297;1 RUE JEAN MOULIN 60110 MÉRU;2.129591;49.227159;0.9539072727272727;high;1 RUE JEAN MOULIN;MÉRU;60110;60;1 RUE JEAN MOULIN 60110 MÉRU
5572;0932741Z;99 RUE SAINT DENIS;93130;NOISY-LE-SEC;2.4533624275986585;48.89508385294436;99 RUE SAINT DENIS 93130 NOISY-LE-SEC;2.453362;48.895084;0.9710190909090909;high;99 RUE SAINT DENIS;NOISY-LE-SEC;93130;93;99 RUE SAINT DENIS 93130 NOISY-LE-SEC
5576;0030737K; RUE JEAN MOULIN;3700;BELLERIVE-SUR-ALLIER;3.399590268106328;46.117510127389096; RUE JEAN MOULIN 3700 BELLERIVE-SUR-ALLIER;3.397404;46.118173;0.8120838961038961;middle;RUE JEAN MOULIN;BELLERIVE-SUR-ALLIER;03700;03;RUE JEAN MOULIN 03700 BELLERIVE-SUR-ALLIER
5589;0410952M;2 RUE RABELAIS;41008;BLOIS;1.3163799783909151;47.59447793664912;2 RUE RABELAIS 41008 BLOIS;1.316676;47.594785;0.7508306060606061;middle;2 RUE RABELAIS;BLOIS;41000;41;2 RUE RABELAIS 41000 BLOIS
5590;0840227R; CHEMIN SAINT JEAN;84000;AVIGNON;4.823879471460849;43.945143261947166; CHEMIN SAINT JEAN 84000 AVIGNON;4.823879;43.945143;0.8077871074380164;middle;CHEMIN DE SAINT-JEAN;AVIGNON;84000;84;CHEMIN DE SAINT-JEAN 84000 AVIGNON
5591;0692800U;373 AVENUE JEAN JAURES;69153;DÉCINES-CHARPIEU;4.975696401664341;45.772634374191405;373 AVENUE JEAN JAURES 69153 DÉCINES-CHARPIEU;4.975697;45.772634;0.8136828458498022;middle;373 AVENUE JEAN JAURÈS;DÉCINES-CHARPIEU;69150;69;373 AVENUE JEAN JAURÈS 69150 DÉCINES-CHARPIEU
5593;0930746F;2 ALLEE DE DUBLIN;93600;AULNAY-SOUS-BOIS;2.491889849403301;48.948398626091205;2 ALLEE DE DUBLIN 93600 AULNAY-SOUS-BOIS;2.491741;48.94865;0.9607627272727273;high;2 ALLEE DE DUBLIN;AULNAY-SOUS-BOIS;93600;93;2 ALLEE DE DUBLIN 93600 AULNAY-SOUS-BOIS
5612;0762290B;22 RUE SAINT LO;76043;ROUEN;1.094010472869268;49.44222044001235;22 RUE SAINT LO 76043 ROUEN;0.741542;49.606672;0.20705963144963144;low;ROUTE DE ROUEN;AUZEBOSC;76190;76;ROUTE DE ROUEN 76190 AUZEBOSC
5634;0221196F;18 RUE DE LA MER;22400;LAMBALLE-ARMOR;-2.6083525804115366;48.50951219926308;18 RUE DE LA MER 22400 LAMBALLE-ARMOR;-2.579013;48.534035;0.8025845454545454;middle;RUE DE LA MER;LAMBALLE-ARMOR;22400;22;RUE DE LA MER 22400 LAMBALLE-ARMOR
5636;0690307J;15 BOULEVARD REYDELLET;69630;CHAPONOST;4.747625418283544;45.70794490705147;15 BOULEVARD REYDELLET 69630 CHAPONOST;4.747625;45.707945;0.48886848484848483;middle;15 BD PIERRE PHILIPPE REYDELLET;CHAPONOST;69630;69;15 BD PIERRE PHILIPPE REYDELLET 69630 CHAPONOST
5660;0672130B;1 RUE DU LYCEE;67242;BISCHWILLER;7.846765242693399;48.77832938281306;1 RUE DU LYCEE 67242 BISCHWILLER;7.846765;48.778329;0.7698119008264462;middle;1 RUE DU LYCÉE;BISCHWILLER;67240;67;1 RUE DU LYCÉE 67240 BISCHWILLER
5671;0593973Y;22 RUE DE L EGLISE;59160;LILLE;3.006469438343255;50.63165689338589;22 RUE DE L EGLISE 59160 LILLE;2.997414;50.65207;0.4363562337662337;middle;22 RUE ÉTIENNE POULET;LILLE;59160;59;22 RUE ÉTIENNE POULET 59160 LILLE
5691;0270064Y;37 RUE DES FONTAINES;27300;BERNAY;0.6000197932770494;49.09291245855695;37 RUE DES FONTAINES 27300 BERNAY;0.600102;49.092758;0.9632063636363637;high;37 RUE DES FONTAINES;BERNAY;27300;27;37 RUE DES FONTAINES 27300 BERNAY
5715;0790724H;18 RUE DE L AERODROME;79000;NIORT;-0.427494056228081;46.3249907260828;18 RUE DE L AERODROME 79000 NIORT;-0.427494;46.324991;0.9756745454545453;high;18 RUE DE L AÉRODROME;NIORT;79000;79;18 RUE DE L AÉRODROME 79000 NIORT
5716;0130073J;  ;13016;MARSEILLE 16E  ARRONDISSEMENT;5.344125745970658;43.36544746395239;   13016 MARSEILLE 16E  ARRONDISSEMENT;5.321885;43.365355;0.9481018181818182;high;MARSEILLE 16E ARRONDISSEMENT;MARSEILLE 16E ARRONDISSEMENT;13016;13;MARSEILLE 16E ARRONDISSEMENT
5752;0841084X;468 ROUTE DE ST SATURNIN;84250;LE THOR;4.978011387596068;43.94127879608208;468 ROUTE DE ST SATURNIN 84250 LE THOR;4.978011;43.941279;0.693890022172949;middle;ROUTE DE SAINT-SATURNIN;LE THOR;84250;84;ROUTE DE SAINT-SATURNIN 84250 LE THOR
5759;0594715E;140 CHEMIN DU FORT;59640;DUNKERQUE;2.756732332182008;50.61902145624792;140 CHEMIN DU FORT 59640 DUNKERQUE;2.336103;51.020384;0.9589227272727272;high;140 CHEMIN DU FORT;DUNKERQUE;59640;59;140 CHEMIN DU FORT 59640 DUNKERQUE
5764;0291161E; ROUTE DE CROZON;29160;CROZON;-4.421839764287216;48.248129770834055; ROUTE DE CROZON 29160 CROZON;-4.421542;48.248071;0.9609845454545454;high;ROUTE DE CROZON;CROZON;29160;29;ROUTE DE CROZON 29160 CROZON
5785;0595077Y; RUE DE LA CHAUSSIETTE;59163;CONDÉ-SUR-L'ESCAUT;3.58818058471884;50.45834164742545; RUE DE LA CHAUSSIETTE 59163 CONDÉ-SUR-L'ESCAUT;3.581006;50.471513;0.9705209090909092;high;RUE DE LA CHAUSSIETTE;CONDÉ-SUR-L ESCAUT;59163;59;RUE DE LA CHAUSSIETTE 59163 CONDÉ-SUR-L ESCAUT
5790;0592676N;32 RUE D AUBRY;59300;VALENCIENNES;3.4824700718947934;50.35952060516277;32 RUE D AUBRY 59300 VALENCIENNES;3.482467;50.359521;0.9693327272727271;high;32 RUE D AUBRY;VALENCIENNES;59300;59;32 RUE D AUBRY 59300 VALENCIENNES
5795;0132274B; RUE DE MARATHON;13013;MARSEILLE 13E  ARRONDISSEMENT;5.41271025779708;43.32714707903651; RUE DE MARATHON 13013 MARSEILLE 13E  ARRONDISSEMENT;5.429033;43.340303;0.5979776808905379;middle;MARSEILLE 13E ARRONDISSEMENT;MARSEILLE 13E ARRONDISSEMENT;13013;13;MARSEILLE 13E ARRONDISSEMENT
5850;0011207G; PLACE DU CHAMP DE MARS;1500;AMBÉRIEU-EN-BUGEY;5.357709634393556;45.95960840959372; PLACE DU CHAMP DE MARS 1500 AMBÉRIEU-EN-BUGEY;5.357694;45.95902;0.8133039525691699;middle;PLACE DU CHAMP DE MARS;AMBÉRIEU-EN-BUGEY;01500;01;PLACE DU CHAMP DE MARS 01500 AMBÉRIEU-EN-BUGEY
5866;0691663H;10 RUE DE LA GAITE;69006;LYON 6E  ARRONDISSEMENT;4.862698486058412;45.76722103643735;10 RUE DE LA GAITE 69006 LYON 6E  ARRONDISSEMENT;4.862699;45.767221;0.5497591699604744;middle;10 RUE DE LA GAÎTÉ;LYON;69006;69;10 RUE DE LA GAÎTÉ 69006 LYON
5879;0131554U;  ;13400;AUBAGNE;5.553915514395029;43.28911734435534;   13400 AUBAGNE;5.564344;43.302497;0.9530154545454544;high;AUBAGNE;AUBAGNE;13400;13;AUBAGNE
5890;0594115C;85 RUE DU BOIS;59200;TOURCOING;3.142580078449366;50.72352239132814;85 RUE DU BOIS 59200 TOURCOING;3.142715;50.723675;0.9794027272727271;high;85 RUE DU BOIS;TOURCOING;59200;59;85 RUE DU BOIS 59200 TOURCOING
5900;0011028M; PLACE ;1700;MIRIBEL;4.952199544231597;45.82267019350871; PLACE  1700 MIRIBEL;5.206792;45.486146;0.6102673796791445;middle;PLACE MIRIBEL;CHÂTONNAY;38440;38;PLACE MIRIBEL 38440 CHÂTONNAY
5902;0920854D;7 RUE DE VENDEE;92140;CLAMART;2.250891810548695;48.78658697866545;7 RUE DE VENDEE 92140 CLAMART;2.250892;48.786587;0.9608745454545453;high;7 RUE DE VENDÉE;CLAMART;92140;92;7 RUE DE VENDÉE 92140 CLAMART
5925;0940504M;2 ALLEE DE LA COTE D OR;94000;CRÉTEIL;2.47215614311869;48.775998760988365;2 ALLEE DE LA COTE D OR 94000 CRÉTEIL;2.472156;48.775999;0.9642218181818181;high;2 ALLÉE DE LA CÔTE D OR;CRÉTEIL;94000;94;2 ALLÉE DE LA CÔTE D OR 94000 CRÉTEIL
5927;0756380C;42 RUE BREGUET;75011;PARIS 11E  ARRONDISSEMENT;2.3761375895196077;48.8583572174776;42 RUE BREGUET 75011 PARIS 11E  ARRONDISSEMENT;2.376137;48.858357;0.5318405785123967;middle;42 RUE BRÉGUET;PARIS;75011;75;42 RUE BRÉGUET 75011 PARIS
5945;0430003V;  ;43103;BRIOUDE;3.3817200095439137;45.28922422306507;   43103 BRIOUDE;3.195627;45.287312;0.3198172727272727;low;ROUTE DE BRIOUDE;GRENIER-MONTGON;43450;43;ROUTE DE BRIOUDE 43450 GRENIER-MONTGON
5965;0290507U; RUE JEAN MOULIN;29480;LE RELECQ-KERHUON;-4.395709724244804;48.40955332450276; RUE JEAN MOULIN 29480 LE RELECQ-KERHUON;-4.395817;48.409124;0.957580909090909;high;RUE JEAN MOULIN;LE RELECQ-KERHUON;29480;29;RUE JEAN MOULIN 29480 LE RELECQ-KERHUON
5977;0761211D; AVENUE LENINE;76700;GONFREVILLE-L'ORCHER;0.229013178909068;49.49858188735826; AVENUE LENINE 76700 GONFREVILLE-L'ORCHER;0.229013;49.498582;0.5948560205831903;middle;AVENUE MARCEL LE MIGNOT;GONFREVILLE-L ORCHER;76700;76;AVENUE MARCEL LE MIGNOT 76700 GONFREVILLE-L ORCHER
5982;0130314W;  ;13200;ARLES;4.709400166735016;43.52363199841579;   13200 ARLES;4.704904;43.64874;0.7049436363636362;middle;ROUTE DE SAINT MARTIN DE CRAU;ARLES;13200;13;ROUTE DE SAINT MARTIN DE CRAU 13200 ARLES
5986;0370035M;10 RUE DES MINIMES;37010;TOURS;0.6895302933504961;47.39134338086515;10 RUE DES MINIMES 37010 TOURS;0.689533;47.391343;0.7760381524926686;middle;10 RUE DES MINIMES;TOURS;37000;37;10 RUE DES MINIMES 37000 TOURS
