;0
2856;0
2857;2
2858;40
2859;0
2860;43
2861;42
2862;1
2863;0
2864;1
2865;0
2866;0
2867;0
2868;1
2869;0
2870;1
2871;0
2872;0
2873;0
2874;35
2875;39
2876;1
2877;0
2878;0
2879;0
2880;1
2881;6
2882;27
2883;28
2884;5
2885;7
2886;0
2887;1
2888;0
2889;0
2890;1
2891;0
2892;1
2893;0
2894;0
2895;1
2896;0
2897;0
2898;1
2899;0
2900;1
2901;0
2902;0
2903;1
2904;0
2905;0
2906;63
2907;2
2908;62
2909;1
2910;0
2911;1
2912;0
2913;1
2914;0
2915;1
2916;0
2917;35
2918;36
2919;0
2920;1
2921;0
2922;1
2923;0
2924;1
2925;0
2926;0
2927;35
2928;36
2929;0
2930;0
2931;2
2932;1
2933;0
2934;1
2935;44
2936;45
2937;35
2938;56
2939;57
2940;58
2941;0
2942;41
2943;0
2944;0
2945;1
2946;2
2947;0
2948;0
2949;0
2950;1
2951;0
2952;1
2953;1
2954;0
2955;0
2956;0
2957;1
2958;0
2959;2
2960;0
2961;0
2962;0
2963;1
2964;1
2965;0
2966;1
2967;0
2968;1
2969;0
2970;2
2971;0
2972;3
2973;1
2974;2
2975;0
2976;1
2977;0
2978;1
2979;1
2980;0
2981;0
2982;0
2983;1
2984;2
2985;0
2986;0
2987;1
2988;0
2989;1
2990;0
2991;0
2992;0
2993;1
2994;0
2995;0
2996;1
